cell_id,lat,lon,elevation_ft,slope_deg,aspect_deg,aspect_cardinal,elevation_band,avy_slope,north_facing,terrain_risk_score,composite_risk_score,geopoint,geoshape
MBR-000001,41.686204,-106.578148,7869.0,37.3,236.0,SW,below_treeline,True,False,2,2,"41.686204,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.682870370468066], [-106.57370370398226, 41.682870370468066], [-106.57370370398226, 41.6895370371419], [-106.5825925928807, 41.6895370371419], [-106.5825925928807, 41.682870370468066]]]}"
MBR-000002,41.686204,-106.569167,7858.0,27.6,195.0,S,below_treeline,False,False,2,2,"41.686204,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.682870370468066], [-106.56472222249111, 41.682870370468066], [-106.56472222249111, 41.6895370371419], [-106.57361111138955, 41.6895370371419], [-106.57361111138955, 41.682870370468066]]]}"
MBR-000003,41.686204,-106.560185,7805.0,30.7,196.0,S,below_treeline,True,False,2,2,"41.686204,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.682870370468066], [-106.55574074099998, 41.682870370468066], [-106.55574074099998, 41.6895370371419], [-106.56462962989842, 41.6895370371419], [-106.56462962989842, 41.682870370468066]]]}"
MBR-000004,41.686204,-106.551204,7927.0,56.1,236.0,SW,below_treeline,False,False,3,3,"41.686204,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.682870370468066], [-106.54675925950883, 41.682870370468066], [-106.54675925950883, 41.6895370371419], [-106.55564814840727, 41.6895370371419], [-106.55564814840727, 41.682870370468066]]]}"
MBR-000005,41.686204,-106.542222,8083.0,48.9,187.0,S,below_treeline,False,False,3,3,"41.686204,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.682870370468066], [-106.53777777801768, 41.682870370468066], [-106.53777777801768, 41.6895370371419], [-106.54666666691612, 41.6895370371419], [-106.54666666691612, 41.682870370468066]]]}"
MBR-000006,41.686204,-106.533241,7877.0,52.0,104.0,E,below_treeline,False,False,3,3,"41.686204,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.682870370468066], [-106.52879629652655, 41.682870370468066], [-106.52879629652655, 41.6895370371419], [-106.53768518542499, 41.6895370371419], [-106.53768518542499, 41.682870370468066]]]}"
MBR-000007,41.679444,-106.578148,7815.0,37.3,172.0,S,below_treeline,True,False,2,2,"41.679444,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.676111111201536], [-106.57370370398226, 41.676111111201536], [-106.57370370398226, 41.68277777787537], [-106.5825925928807, 41.68277777787537], [-106.5825925928807, 41.676111111201536]]]}"
MBR-000008,41.679444,-106.569167,7869.0,27.2,271.0,W,below_treeline,False,False,2,2,"41.679444,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.676111111201536], [-106.56472222249111, 41.676111111201536], [-106.56472222249111, 41.68277777787537], [-106.57361111138955, 41.68277777787537], [-106.57361111138955, 41.676111111201536]]]}"
MBR-000009,41.679444,-106.560185,8083.0,54.2,241.0,SW,below_treeline,False,False,3,3,"41.679444,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.676111111201536], [-106.55574074099998, 41.676111111201536], [-106.55574074099998, 41.68277777787537], [-106.56462962989842, 41.68277777787537], [-106.56462962989842, 41.676111111201536]]]}"
MBR-000010,41.679444,-106.551204,8304.0,44.4,240.0,SW,below_treeline,True,False,2,2,"41.679444,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.676111111201536], [-106.54675925950883, 41.676111111201536], [-106.54675925950883, 41.68277777787537], [-106.55564814840727, 41.68277777787537], [-106.55564814840727, 41.676111111201536]]]}"
MBR-000011,41.679444,-106.542222,8540.0,33.9,229.0,SW,below_treeline,True,False,2,2,"41.679444,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.676111111201536], [-106.53777777801768, 41.676111111201536], [-106.53777777801768, 41.68277777787537], [-106.54666666691612, 41.68277777787537], [-106.54666666691612, 41.676111111201536]]]}"
MBR-000012,41.679444,-106.533241,8428.0,54.5,175.0,S,below_treeline,False,False,3,3,"41.679444,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.676111111201536], [-106.52879629652655, 41.676111111201536], [-106.52879629652655, 41.68277777787537], [-106.53768518542499, 41.68277777787537], [-106.53768518542499, 41.676111111201536]]]}"
MBR-000013,41.679444,-106.524259,8103.0,52.4,61.0,NE,below_treeline,False,True,4,4,"41.679444,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.676111111201536], [-106.5198148150354, 41.676111111201536], [-106.5198148150354, 41.68277777787537], [-106.52870370393384, 41.68277777787537], [-106.52870370393384, 41.676111111201536]]]}"
MBR-000014,41.679444,-106.515278,7816.0,31.9,153.0,SE,below_treeline,True,False,2,2,"41.679444,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.676111111201536], [-106.51083333354426, 41.676111111201536], [-106.51083333354426, 41.68277777787537], [-106.5197222224427, 41.68277777787537], [-106.5197222224427, 41.676111111201536]]]}"
MBR-000015,41.672685,-106.632037,7885.0,42.8,310.0,NW,below_treeline,True,True,4,4,"41.672685,-106.632037","{""type"": ""Polygon"", ""coordinates"": [[[-106.63648148182756, 41.669351851935005], [-106.62759259292912, 41.669351851935005], [-106.62759259292912, 41.67601851860884], [-106.63648148182756, 41.67601851860884], [-106.63648148182756, 41.669351851935005]]]}"
MBR-000016,41.672685,-106.623056,7992.0,64.4,124.0,SE,below_treeline,False,False,3,3,"41.672685,-106.623056","{""type"": ""Polygon"", ""coordinates"": [[[-106.62750000033643, 41.669351851935005], [-106.61861111143799, 41.669351851935005], [-106.61861111143799, 41.67601851860884], [-106.62750000033643, 41.67601851860884], [-106.62750000033643, 41.669351851935005]]]}"
MBR-000017,41.672685,-106.569167,8081.0,33.1,233.0,SW,below_treeline,True,False,2,2,"41.672685,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.669351851935005], [-106.56472222249111, 41.669351851935005], [-106.56472222249111, 41.67601851860884], [-106.57361111138955, 41.67601851860884], [-106.57361111138955, 41.669351851935005]]]}"
MBR-000018,41.672685,-106.560185,8363.0,37.3,253.0,W,below_treeline,True,False,3,3,"41.672685,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.669351851935005], [-106.55574074099998, 41.669351851935005], [-106.55574074099998, 41.67601851860884], [-106.56462962989842, 41.67601851860884], [-106.56462962989842, 41.669351851935005]]]}"
MBR-000019,41.672685,-106.551204,8612.0,47.5,188.0,S,below_treeline,False,False,3,3,"41.672685,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.669351851935005], [-106.54675925950883, 41.669351851935005], [-106.54675925950883, 41.67601851860884], [-106.55564814840727, 41.67601851860884], [-106.55564814840727, 41.669351851935005]]]}"
MBR-000020,41.672685,-106.542222,8843.0,48.9,256.0,W,below_treeline,False,False,3,3,"41.672685,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.669351851935005], [-106.53777777801768, 41.669351851935005], [-106.53777777801768, 41.67601851860884], [-106.54666666691612, 41.67601851860884], [-106.54666666691612, 41.669351851935005]]]}"
MBR-000021,41.672685,-106.533241,8853.0,65.5,177.0,S,below_treeline,False,False,3,3,"41.672685,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.669351851935005], [-106.52879629652655, 41.669351851935005], [-106.52879629652655, 41.67601851860884], [-106.53768518542499, 41.67601851860884], [-106.53768518542499, 41.669351851935005]]]}"
MBR-000022,41.672685,-106.524259,8652.0,45.6,122.0,SE,below_treeline,False,False,3,3,"41.672685,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.669351851935005], [-106.5198148150354, 41.669351851935005], [-106.5198148150354, 41.67601851860884], [-106.52870370393384, 41.67601851860884], [-106.52870370393384, 41.669351851935005]]]}"
MBR-000023,41.672685,-106.515278,8125.0,42.2,98.0,E,below_treeline,True,False,3,3,"41.672685,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.669351851935005], [-106.51083333354426, 41.669351851935005], [-106.51083333354426, 41.67601851860884], [-106.5197222224427, 41.67601851860884], [-106.5197222224427, 41.669351851935005]]]}"
MBR-000024,41.672685,-106.506296,7902.0,20.6,78.0,E,below_treeline,False,False,1,1,"41.672685,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.669351851935005], [-106.50185185205311, 41.669351851935005], [-106.50185185205311, 41.67601851860884], [-106.51074074095155, 41.67601851860884], [-106.51074074095155, 41.669351851935005]]]}"
MBR-000025,41.665926,-106.641019,7812.0,58.8,276.0,W,below_treeline,False,False,3,3,"41.665926,-106.641019","{""type"": ""Polygon"", ""coordinates"": [[[-106.6454629633187, 41.662592592668474], [-106.63657407442027, 41.662592592668474], [-106.63657407442027, 41.66925925934231], [-106.6454629633187, 41.66925925934231], [-106.6454629633187, 41.662592592668474]]]}"
MBR-000026,41.665926,-106.632037,8355.0,60.6,250.0,W,below_treeline,False,False,3,3,"41.665926,-106.632037","{""type"": ""Polygon"", ""coordinates"": [[[-106.63648148182756, 41.662592592668474], [-106.62759259292912, 41.662592592668474], [-106.62759259292912, 41.66925925934231], [-106.63648148182756, 41.66925925934231], [-106.63648148182756, 41.662592592668474]]]}"
MBR-000027,41.665926,-106.623056,8179.0,65.3,168.0,S,below_treeline,False,False,3,3,"41.665926,-106.623056","{""type"": ""Polygon"", ""coordinates"": [[[-106.62750000033643, 41.662592592668474], [-106.61861111143799, 41.662592592668474], [-106.61861111143799, 41.66925925934231], [-106.62750000033643, 41.66925925934231], [-106.62750000033643, 41.662592592668474]]]}"
MBR-000028,41.665926,-106.614074,7979.0,33.2,111.0,E,below_treeline,True,False,3,3,"41.665926,-106.614074","{""type"": ""Polygon"", ""coordinates"": [[[-106.61851851884528, 41.662592592668474], [-106.60962962994684, 41.662592592668474], [-106.60962962994684, 41.66925925934231], [-106.61851851884528, 41.66925925934231], [-106.61851851884528, 41.662592592668474]]]}"
MBR-000029,41.665926,-106.578148,7911.0,45.3,254.0,W,below_treeline,False,False,3,3,"41.665926,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.662592592668474], [-106.57370370398226, 41.662592592668474], [-106.57370370398226, 41.66925925934231], [-106.5825925928807, 41.66925925934231], [-106.5825925928807, 41.662592592668474]]]}"
MBR-000030,41.665926,-106.569167,8289.0,55.0,257.0,W,below_treeline,False,False,3,3,"41.665926,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.662592592668474], [-106.56472222249111, 41.662592592668474], [-106.56472222249111, 41.66925925934231], [-106.57361111138955, 41.66925925934231], [-106.57361111138955, 41.662592592668474]]]}"
MBR-000031,41.665926,-106.560185,8620.0,33.0,271.0,W,below_treeline,True,False,3,3,"41.665926,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.662592592668474], [-106.55574074099998, 41.662592592668474], [-106.55574074099998, 41.66925925934231], [-106.56462962989842, 41.66925925934231], [-106.56462962989842, 41.662592592668474]]]}"
MBR-000032,41.665926,-106.551204,8903.0,52.1,229.0,SW,below_treeline,False,False,3,3,"41.665926,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.662592592668474], [-106.54675925950883, 41.662592592668474], [-106.54675925950883, 41.66925925934231], [-106.55564814840727, 41.66925925934231], [-106.55564814840727, 41.662592592668474]]]}"
MBR-000033,41.665926,-106.542222,9069.0,36.1,235.0,SW,below_treeline,True,False,2,2,"41.665926,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.662592592668474], [-106.53777777801768, 41.662592592668474], [-106.53777777801768, 41.66925925934231], [-106.54666666691612, 41.66925925934231], [-106.54666666691612, 41.662592592668474]]]}"
MBR-000034,41.665926,-106.533241,9211.0,50.2,229.0,SW,below_treeline,False,False,3,3,"41.665926,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.662592592668474], [-106.52879629652655, 41.662592592668474], [-106.52879629652655, 41.66925925934231], [-106.53768518542499, 41.66925925934231], [-106.53768518542499, 41.662592592668474]]]}"
MBR-000035,41.665926,-106.524259,9115.0,46.3,159.0,S,below_treeline,False,False,3,3,"41.665926,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.662592592668474], [-106.5198148150354, 41.662592592668474], [-106.5198148150354, 41.66925925934231], [-106.52870370393384, 41.66925925934231], [-106.52870370393384, 41.662592592668474]]]}"
MBR-000036,41.665926,-106.515278,8388.0,34.4,65.0,NE,below_treeline,True,True,4,4,"41.665926,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.662592592668474], [-106.51083333354426, 41.662592592668474], [-106.51083333354426, 41.66925925934231], [-106.5197222224427, 41.66925925934231], [-106.5197222224427, 41.662592592668474]]]}"
MBR-000037,41.665926,-106.506296,8065.0,19.6,61.0,NE,below_treeline,False,True,1,1,"41.665926,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.662592592668474], [-106.50185185205311, 41.662592592668474], [-106.50185185205311, 41.66925925934231], [-106.51074074095155, 41.66925925934231], [-106.51074074095155, 41.662592592668474]]]}"
MBR-000038,41.665926,-106.497315,7869.0,10.7,61.0,NE,below_treeline,False,True,1,1,"41.665926,-106.497315","{""type"": ""Polygon"", ""coordinates"": [[[-106.50175925946041, 41.662592592668474], [-106.49287037056197, 41.662592592668474], [-106.49287037056197, 41.66925925934231], [-106.50175925946041, 41.66925925934231], [-106.50175925946041, 41.662592592668474]]]}"
MBR-000039,41.659167,-106.641019,7875.0,52.3,244.0,SW,below_treeline,False,False,3,3,"41.659167,-106.641019","{""type"": ""Polygon"", ""coordinates"": [[[-106.6454629633187, 41.655833333401944], [-106.63657407442027, 41.655833333401944], [-106.63657407442027, 41.66250000007578], [-106.6454629633187, 41.66250000007578], [-106.6454629633187, 41.655833333401944]]]}"
MBR-000040,41.659167,-106.632037,8261.0,52.1,217.0,SW,below_treeline,False,False,3,3,"41.659167,-106.632037","{""type"": ""Polygon"", ""coordinates"": [[[-106.63648148182756, 41.655833333401944], [-106.62759259292912, 41.655833333401944], [-106.62759259292912, 41.66250000007578], [-106.63648148182756, 41.66250000007578], [-106.63648148182756, 41.655833333401944]]]}"
MBR-000041,41.659167,-106.623056,7987.0,61.7,148.0,SE,below_treeline,False,False,3,3,"41.659167,-106.623056","{""type"": ""Polygon"", ""coordinates"": [[[-106.62750000033643, 41.655833333401944], [-106.61861111143799, 41.655833333401944], [-106.61861111143799, 41.66250000007578], [-106.62750000033643, 41.66250000007578], [-106.62750000033643, 41.655833333401944]]]}"
MBR-000042,41.659167,-106.614074,8008.0,30.8,196.0,S,below_treeline,True,False,2,2,"41.659167,-106.614074","{""type"": ""Polygon"", ""coordinates"": [[[-106.61851851884528, 41.655833333401944], [-106.60962962994684, 41.655833333401944], [-106.60962962994684, 41.66250000007578], [-106.61851851884528, 41.66250000007578], [-106.61851851884528, 41.655833333401944]]]}"
MBR-000043,41.659167,-106.605093,7900.0,35.9,157.0,SE,below_treeline,True,False,2,2,"41.659167,-106.605093","{""type"": ""Polygon"", ""coordinates"": [[[-106.60953703735413, 41.655833333401944], [-106.60064814845569, 41.655833333401944], [-106.60064814845569, 41.66250000007578], [-106.60953703735413, 41.66250000007578], [-106.60953703735413, 41.655833333401944]]]}"
MBR-000044,41.659167,-106.596111,7974.0,33.5,187.0,S,below_treeline,True,False,2,2,"41.659167,-106.596111","{""type"": ""Polygon"", ""coordinates"": [[[-106.600555555863, 41.655833333401944], [-106.59166666696456, 41.655833333401944], [-106.59166666696456, 41.66250000007578], [-106.600555555863, 41.66250000007578], [-106.600555555863, 41.655833333401944]]]}"
MBR-000045,41.659167,-106.578148,8028.0,38.2,256.0,W,below_treeline,True,False,3,3,"41.659167,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.655833333401944], [-106.57370370398226, 41.655833333401944], [-106.57370370398226, 41.66250000007578], [-106.5825925928807, 41.66250000007578], [-106.5825925928807, 41.655833333401944]]]}"
MBR-000046,41.659167,-106.569167,8534.0,41.0,236.0,SW,below_treeline,True,False,2,2,"41.659167,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.655833333401944], [-106.56472222249111, 41.655833333401944], [-106.56472222249111, 41.66250000007578], [-106.57361111138955, 41.66250000007578], [-106.57361111138955, 41.655833333401944]]]}"
MBR-000047,41.659167,-106.560185,8802.0,39.7,251.0,W,below_treeline,True,False,3,3,"41.659167,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.655833333401944], [-106.55574074099998, 41.655833333401944], [-106.55574074099998, 41.66250000007578], [-106.56462962989842, 41.66250000007578], [-106.56462962989842, 41.655833333401944]]]}"
MBR-000048,41.659167,-106.551204,9250.0,37.4,243.0,SW,below_treeline,True,False,2,2,"41.659167,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.655833333401944], [-106.54675925950883, 41.655833333401944], [-106.54675925950883, 41.66250000007578], [-106.55564814840727, 41.66250000007578], [-106.55564814840727, 41.655833333401944]]]}"
MBR-000049,41.659167,-106.542222,9417.0,35.3,240.0,SW,below_treeline,True,False,2,2,"41.659167,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.655833333401944], [-106.53777777801768, 41.655833333401944], [-106.53777777801768, 41.66250000007578], [-106.54666666691612, 41.66250000007578], [-106.54666666691612, 41.655833333401944]]]}"
MBR-000050,41.659167,-106.533241,9615.0,31.6,297.0,NW,near_treeline,True,True,4,4,"41.659167,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.655833333401944], [-106.52879629652655, 41.655833333401944], [-106.52879629652655, 41.66250000007578], [-106.53768518542499, 41.66250000007578], [-106.53768518542499, 41.655833333401944]]]}"
MBR-000051,41.659167,-106.524259,9473.0,55.1,149.0,SE,below_treeline,False,False,3,3,"41.659167,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.655833333401944], [-106.5198148150354, 41.655833333401944], [-106.5198148150354, 41.66250000007578], [-106.52870370393384, 41.66250000007578], [-106.52870370393384, 41.655833333401944]]]}"
MBR-000052,41.659167,-106.515278,8611.0,35.3,81.0,E,below_treeline,True,False,3,3,"41.659167,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.655833333401944], [-106.51083333354426, 41.655833333401944], [-106.51083333354426, 41.66250000007578], [-106.5197222224427, 41.66250000007578], [-106.5197222224427, 41.655833333401944]]]}"
MBR-000053,41.659167,-106.506296,8248.0,27.5,73.0,E,below_treeline,False,False,2,2,"41.659167,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.655833333401944], [-106.50185185205311, 41.655833333401944], [-106.50185185205311, 41.66250000007578], [-106.51074074095155, 41.66250000007578], [-106.51074074095155, 41.655833333401944]]]}"
MBR-000054,41.659167,-106.497315,8006.0,33.8,86.0,E,below_treeline,True,False,3,3,"41.659167,-106.497315","{""type"": ""Polygon"", ""coordinates"": [[[-106.50175925946041, 41.655833333401944], [-106.49287037056197, 41.655833333401944], [-106.49287037056197, 41.66250000007578], [-106.50175925946041, 41.66250000007578], [-106.50175925946041, 41.655833333401944]]]}"
MBR-000055,41.659167,-106.488333,7808.0,29.2,101.0,E,below_treeline,False,False,2,2,"41.659167,-106.488333","{""type"": ""Polygon"", ""coordinates"": [[[-106.49277777796927, 41.655833333401944], [-106.48388888907083, 41.655833333401944], [-106.48388888907083, 41.66250000007578], [-106.49277777796927, 41.66250000007578], [-106.49277777796927, 41.655833333401944]]]}"
MBR-000056,41.652407,-106.605093,8003.0,29.5,205.0,SW,below_treeline,False,False,2,2,"41.652407,-106.605093","{""type"": ""Polygon"", ""coordinates"": [[[-106.60953703735413, 41.64907407413541], [-106.60064814845569, 41.64907407413541], [-106.60064814845569, 41.65574074080925], [-106.60953703735413, 41.65574074080925], [-106.60953703735413, 41.64907407413541]]]}"
MBR-000057,41.652407,-106.596111,8139.0,34.1,200.0,S,below_treeline,True,False,2,2,"41.652407,-106.596111","{""type"": ""Polygon"", ""coordinates"": [[[-106.600555555863, 41.64907407413541], [-106.59166666696456, 41.64907407413541], [-106.59166666696456, 41.65574074080925], [-106.600555555863, 41.65574074080925], [-106.600555555863, 41.64907407413541]]]}"
MBR-000058,41.652407,-106.58713,7898.0,39.3,184.0,S,below_treeline,True,False,2,2,"41.652407,-106.587130","{""type"": ""Polygon"", ""coordinates"": [[[-106.59157407437185, 41.64907407413541], [-106.58268518547341, 41.64907407413541], [-106.58268518547341, 41.65574074080925], [-106.59157407437185, 41.65574074080925], [-106.59157407437185, 41.64907407413541]]]}"
MBR-000059,41.652407,-106.578148,8207.0,43.1,247.0,SW,below_treeline,True,False,2,2,"41.652407,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.64907407413541], [-106.57370370398226, 41.64907407413541], [-106.57370370398226, 41.65574074080925], [-106.5825925928807, 41.65574074080925], [-106.5825925928807, 41.64907407413541]]]}"
MBR-000060,41.652407,-106.569167,8872.0,46.8,245.0,SW,below_treeline,False,False,3,3,"41.652407,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.64907407413541], [-106.56472222249111, 41.64907407413541], [-106.56472222249111, 41.65574074080925], [-106.57361111138955, 41.65574074080925], [-106.57361111138955, 41.64907407413541]]]}"
MBR-000061,41.652407,-106.560185,9147.0,49.3,255.0,W,below_treeline,False,False,3,3,"41.652407,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.64907407413541], [-106.55574074099998, 41.64907407413541], [-106.55574074099998, 41.65574074080925], [-106.56462962989842, 41.65574074080925], [-106.56462962989842, 41.64907407413541]]]}"
MBR-000062,41.652407,-106.551204,9480.0,43.5,288.0,W,below_treeline,True,False,3,3,"41.652407,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.64907407413541], [-106.54675925950883, 41.64907407413541], [-106.54675925950883, 41.65574074080925], [-106.55564814840727, 41.65574074080925], [-106.55564814840727, 41.64907407413541]]]}"
MBR-000063,41.652407,-106.542222,9758.0,35.6,256.0,W,near_treeline,True,False,3,3,"41.652407,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.64907407413541], [-106.53777777801768, 41.64907407413541], [-106.53777777801768, 41.65574074080925], [-106.54666666691612, 41.65574074080925], [-106.54666666691612, 41.64907407413541]]]}"
MBR-000064,41.652407,-106.533241,9978.0,39.9,262.0,W,near_treeline,True,False,3,3,"41.652407,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.64907407413541], [-106.52879629652655, 41.64907407413541], [-106.52879629652655, 41.65574074080925], [-106.53768518542499, 41.65574074080925], [-106.53768518542499, 41.64907407413541]]]}"
MBR-000065,41.652407,-106.524259,9518.0,51.8,139.0,SE,near_treeline,False,False,3,3,"41.652407,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.64907407413541], [-106.5198148150354, 41.64907407413541], [-106.5198148150354, 41.65574074080925], [-106.52870370393384, 41.65574074080925], [-106.52870370393384, 41.64907407413541]]]}"
MBR-000066,41.652407,-106.515278,8929.0,36.7,90.0,E,below_treeline,True,False,3,3,"41.652407,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.64907407413541], [-106.51083333354426, 41.64907407413541], [-106.51083333354426, 41.65574074080925], [-106.5197222224427, 41.65574074080925], [-106.5197222224427, 41.64907407413541]]]}"
MBR-000067,41.652407,-106.506296,8376.0,32.1,80.0,E,below_treeline,True,False,3,3,"41.652407,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.64907407413541], [-106.50185185205311, 41.64907407413541], [-106.50185185205311, 41.65574074080925], [-106.51074074095155, 41.65574074080925], [-106.51074074095155, 41.64907407413541]]]}"
MBR-000068,41.652407,-106.497315,8032.0,14.8,95.0,E,below_treeline,False,False,1,1,"41.652407,-106.497315","{""type"": ""Polygon"", ""coordinates"": [[[-106.50175925946041, 41.64907407413541], [-106.49287037056197, 41.64907407413541], [-106.49287037056197, 41.65574074080925], [-106.50175925946041, 41.65574074080925], [-106.50175925946041, 41.64907407413541]]]}"
MBR-000069,41.645648,-106.614074,7936.0,56.3,154.0,SE,below_treeline,False,False,3,3,"41.645648,-106.614074","{""type"": ""Polygon"", ""coordinates"": [[[-106.61851851884528, 41.64231481486888], [-106.60962962994684, 41.64231481486888], [-106.60962962994684, 41.64898148154272], [-106.61851851884528, 41.64898148154272], [-106.61851851884528, 41.64231481486888]]]}"
MBR-000070,41.645648,-106.605093,8079.0,37.2,217.0,SW,below_treeline,True,False,2,2,"41.645648,-106.605093","{""type"": ""Polygon"", ""coordinates"": [[[-106.60953703735413, 41.64231481486888], [-106.60064814845569, 41.64231481486888], [-106.60064814845569, 41.64898148154272], [-106.60953703735413, 41.64898148154272], [-106.60953703735413, 41.64231481486888]]]}"
MBR-000071,41.645648,-106.596111,8346.0,32.1,188.0,S,below_treeline,True,False,2,2,"41.645648,-106.596111","{""type"": ""Polygon"", ""coordinates"": [[[-106.600555555863, 41.64231481486888], [-106.59166666696456, 41.64231481486888], [-106.59166666696456, 41.64898148154272], [-106.600555555863, 41.64898148154272], [-106.600555555863, 41.64231481486888]]]}"
MBR-000072,41.645648,-106.58713,8059.0,33.7,156.0,SE,below_treeline,True,False,2,2,"41.645648,-106.587130","{""type"": ""Polygon"", ""coordinates"": [[[-106.59157407437185, 41.64231481486888], [-106.58268518547341, 41.64231481486888], [-106.58268518547341, 41.64898148154272], [-106.59157407437185, 41.64898148154272], [-106.59157407437185, 41.64231481486888]]]}"
MBR-000073,41.645648,-106.578148,8410.0,43.0,261.0,W,below_treeline,True,False,3,3,"41.645648,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.64231481486888], [-106.57370370398226, 41.64231481486888], [-106.57370370398226, 41.64898148154272], [-106.5825925928807, 41.64898148154272], [-106.5825925928807, 41.64231481486888]]]}"
MBR-000074,41.645648,-106.569167,9018.0,43.1,263.0,W,below_treeline,True,False,3,3,"41.645648,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.64231481486888], [-106.56472222249111, 41.64231481486888], [-106.56472222249111, 41.64898148154272], [-106.57361111138955, 41.64898148154272], [-106.57361111138955, 41.64231481486888]]]}"
MBR-000075,41.645648,-106.560185,9404.0,46.7,260.0,W,below_treeline,False,False,3,3,"41.645648,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.64231481486888], [-106.55574074099998, 41.64231481486888], [-106.55574074099998, 41.64898148154272], [-106.56462962989842, 41.64898148154272], [-106.56462962989842, 41.64231481486888]]]}"
MBR-000076,41.645648,-106.551204,9805.0,30.2,294.0,NW,near_treeline,True,True,4,4,"41.645648,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.64231481486888], [-106.54675925950883, 41.64231481486888], [-106.54675925950883, 41.64898148154272], [-106.55564814840727, 41.64898148154272], [-106.55564814840727, 41.64231481486888]]]}"
