cell_id,lat,lon,elevation_ft,slope_deg,aspect_deg,aspect_cardinal,elevation_band,avy_slope,north_facing,terrain_risk_score,composite_risk_score,geopoint,geoshape
MBR-002111,41.375278,-106.057222,7898.0,29.5,131.0,SE,below_treeline,False,False,2,2,"41.375278,-106.057222","{""type"": ""Polygon"", ""coordinates"": [[[-106.06166666639437, 41.37194444420767], [-106.05277777749593, 41.37194444420767], [-106.05277777749593, 41.37861111088151], [-106.06166666639437, 41.37861111088151], [-106.06166666639437, 41.37194444420767]]]}"
MBR-002112,41.375278,-106.048241,7838.0,23.9,130.0,SE,below_treeline,False,False,1,1,"41.375278,-106.048241","{""type"": ""Polygon"", ""coordinates"": [[[-106.05268518490324, 41.37194444420767], [-106.0437962960048, 41.37194444420767], [-106.0437962960048, 41.37861111088151], [-106.05268518490324, 41.37861111088151], [-106.05268518490324, 41.37194444420767]]]}"
MBR-002113,41.368519,-106.58713,7841.0,19.1,222.0,SW,below_treeline,False,False,1,1,"41.368519,-106.587130","{""type"": ""Polygon"", ""coordinates"": [[[-106.59157407437185, 41.36518518494114], [-106.58268518547341, 41.36518518494114], [-106.58268518547341, 41.37185185161498], [-106.59157407437185, 41.37185185161498], [-106.59157407437185, 41.36518518494114]]]}"
MBR-002114,41.368519,-106.578148,7850.0,32.3,184.0,S,below_treeline,True,False,2,2,"41.368519,-106.578148","{""type"": ""Polygon"", ""coordinates"": [[[-106.5825925928807, 41.36518518494114], [-106.57370370398226, 41.36518518494114], [-106.57370370398226, 41.37185185161498], [-106.5825925928807, 41.37185185161498], [-106.5825925928807, 41.36518518494114]]]}"
MBR-002115,41.368519,-106.569167,8013.0,26.9,218.0,SW,below_treeline,False,False,2,2,"41.368519,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.36518518494114], [-106.56472222249111, 41.36518518494114], [-106.56472222249111, 41.37185185161498], [-106.57361111138955, 41.37185185161498], [-106.57361111138955, 41.36518518494114]]]}"
MBR-002116,41.368519,-106.560185,7888.0,32.2,128.0,SE,below_treeline,True,False,2,2,"41.368519,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.36518518494114], [-106.55574074099998, 41.36518518494114], [-106.55574074099998, 41.37185185161498], [-106.56462962989842, 41.37185185161498], [-106.56462962989842, 41.36518518494114]]]}"
MBR-002117,41.368519,-106.551204,7899.0,31.9,224.0,SW,below_treeline,True,False,2,2,"41.368519,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.36518518494114], [-106.54675925950883, 41.36518518494114], [-106.54675925950883, 41.37185185161498], [-106.55564814840727, 41.37185185161498], [-106.55564814840727, 41.36518518494114]]]}"
MBR-002118,41.368519,-106.542222,7985.0,25.5,220.0,SW,below_treeline,False,False,2,2,"41.368519,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.36518518494114], [-106.53777777801768, 41.36518518494114], [-106.53777777801768, 41.37185185161498], [-106.54666666691612, 41.37185185161498], [-106.54666666691612, 41.36518518494114]]]}"
MBR-002119,41.368519,-106.533241,8073.0,41.4,187.0,S,below_treeline,True,False,2,2,"41.368519,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.36518518494114], [-106.52879629652655, 41.36518518494114], [-106.52879629652655, 41.37185185161498], [-106.53768518542499, 41.37185185161498], [-106.53768518542499, 41.36518518494114]]]}"
MBR-002120,41.368519,-106.524259,8089.0,40.4,227.0,SW,below_treeline,True,False,2,2,"41.368519,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.36518518494114], [-106.5198148150354, 41.36518518494114], [-106.5198148150354, 41.37185185161498], [-106.52870370393384, 41.37185185161498], [-106.52870370393384, 41.36518518494114]]]}"
MBR-002121,41.368519,-106.515278,8341.0,40.6,183.0,S,below_treeline,True,False,2,2,"41.368519,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.36518518494114], [-106.51083333354426, 41.36518518494114], [-106.51083333354426, 41.37185185161498], [-106.5197222224427, 41.37185185161498], [-106.5197222224427, 41.36518518494114]]]}"
MBR-002122,41.368519,-106.506296,8323.0,36.7,190.0,S,below_treeline,True,False,2,2,"41.368519,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.36518518494114], [-106.50185185205311, 41.36518518494114], [-106.50185185205311, 41.37185185161498], [-106.51074074095155, 41.37185185161498], [-106.51074074095155, 41.36518518494114]]]}"
MBR-002123,41.368519,-106.497315,8555.0,35.2,231.0,SW,below_treeline,True,False,2,2,"41.368519,-106.497315","{""type"": ""Polygon"", ""coordinates"": [[[-106.50175925946041, 41.36518518494114], [-106.49287037056197, 41.36518518494114], [-106.49287037056197, 41.37185185161498], [-106.50175925946041, 41.37185185161498], [-106.50175925946041, 41.36518518494114]]]}"
MBR-002124,41.368519,-106.488333,8752.0,37.4,207.0,SW,below_treeline,True,False,2,2,"41.368519,-106.488333","{""type"": ""Polygon"", ""coordinates"": [[[-106.49277777796927, 41.36518518494114], [-106.48388888907083, 41.36518518494114], [-106.48388888907083, 41.37185185161498], [-106.49277777796927, 41.37185185161498], [-106.49277777796927, 41.36518518494114]]]}"
MBR-002125,41.368519,-106.479352,8985.0,36.8,205.0,SW,below_treeline,True,False,2,2,"41.368519,-106.479352","{""type"": ""Polygon"", ""coordinates"": [[[-106.48379629647812, 41.36518518494114], [-106.47490740757968, 41.36518518494114], [-106.47490740757968, 41.37185185161498], [-106.48379629647812, 41.37185185161498], [-106.48379629647812, 41.36518518494114]]]}"
MBR-002126,41.368519,-106.47037,9146.0,38.3,240.0,SW,below_treeline,True,False,2,2,"41.368519,-106.470370","{""type"": ""Polygon"", ""coordinates"": [[[-106.47481481498698, 41.36518518494114], [-106.46592592608854, 41.36518518494114], [-106.46592592608854, 41.37185185161498], [-106.47481481498698, 41.37185185161498], [-106.47481481498698, 41.36518518494114]]]}"
MBR-002127,41.368519,-106.461389,9428.0,34.9,280.0,W,below_treeline,True,False,3,3,"41.368519,-106.461389","{""type"": ""Polygon"", ""coordinates"": [[[-106.46583333349584, 41.36518518494114], [-106.4569444445974, 41.36518518494114], [-106.4569444445974, 41.37185185161498], [-106.46583333349584, 41.37185185161498], [-106.46583333349584, 41.36518518494114]]]}"
MBR-002128,41.368519,-106.452407,9643.0,26.1,241.0,SW,near_treeline,False,False,2,2,"41.368519,-106.452407","{""type"": ""Polygon"", ""coordinates"": [[[-106.45685185200469, 41.36518518494114], [-106.44796296310625, 41.36518518494114], [-106.44796296310625, 41.37185185161498], [-106.45685185200469, 41.37185185161498], [-106.45685185200469, 41.36518518494114]]]}"
MBR-002129,41.368519,-106.443426,9882.0,23.9,256.0,W,near_treeline,False,False,1,1,"41.368519,-106.443426","{""type"": ""Polygon"", ""coordinates"": [[[-106.44787037051356, 41.36518518494114], [-106.43898148161512, 41.36518518494114], [-106.43898148161512, 41.37185185161498], [-106.44787037051356, 41.37185185161498], [-106.44787037051356, 41.36518518494114]]]}"
MBR-002130,41.368519,-106.434444,10149.0,15.5,252.0,W,near_treeline,False,False,1,1,"41.368519,-106.434444","{""type"": ""Polygon"", ""coordinates"": [[[-106.43888888902241, 41.36518518494114], [-106.43000000012397, 41.36518518494114], [-106.43000000012397, 41.37185185161498], [-106.43888888902241, 41.37185185161498], [-106.43888888902241, 41.36518518494114]]]}"
MBR-002131,41.368519,-106.425463,10258.0,35.4,183.0,S,near_treeline,True,False,2,2,"41.368519,-106.425463","{""type"": ""Polygon"", ""coordinates"": [[[-106.42990740753126, 41.36518518494114], [-106.42101851863282, 41.36518518494114], [-106.42101851863282, 41.37185185161498], [-106.42990740753126, 41.37185185161498], [-106.42990740753126, 41.36518518494114]]]}"
MBR-002132,41.368519,-106.416481,10101.0,22.7,164.0,S,near_treeline,False,False,1,1,"41.368519,-106.416481","{""type"": ""Polygon"", ""coordinates"": [[[-106.42092592604011, 41.36518518494114], [-106.41203703714167, 41.36518518494114], [-106.41203703714167, 41.37185185161498], [-106.42092592604011, 41.37185185161498], [-106.42092592604011, 41.36518518494114]]]}"
MBR-002133,41.368519,-106.4075,9954.0,23.0,184.0,S,near_treeline,False,False,1,1,"41.368519,-106.407500","{""type"": ""Polygon"", ""coordinates"": [[[-106.41194444454898, 41.36518518494114], [-106.40305555565054, 41.36518518494114], [-106.40305555565054, 41.37185185161498], [-106.41194444454898, 41.37185185161498], [-106.41194444454898, 41.36518518494114]]]}"
MBR-002134,41.368519,-106.398519,10160.0,20.0,251.0,W,near_treeline,False,False,1,1,"41.368519,-106.398519","{""type"": ""Polygon"", ""coordinates"": [[[-106.40296296305783, 41.36518518494114], [-106.39407407415939, 41.36518518494114], [-106.39407407415939, 41.37185185161498], [-106.40296296305783, 41.37185185161498], [-106.40296296305783, 41.36518518494114]]]}"
MBR-002135,41.368519,-106.389537,10353.0,28.7,216.0,SW,near_treeline,False,False,2,2,"41.368519,-106.389537","{""type"": ""Polygon"", ""coordinates"": [[[-106.39398148156668, 41.36518518494114], [-106.38509259266824, 41.36518518494114], [-106.38509259266824, 41.37185185161498], [-106.39398148156668, 41.37185185161498], [-106.39398148156668, 41.36518518494114]]]}"
MBR-002136,41.368519,-106.380556,10419.0,26.9,193.0,S,near_treeline,False,False,2,2,"41.368519,-106.380556","{""type"": ""Polygon"", ""coordinates"": [[[-106.38500000007555, 41.36518518494114], [-106.37611111117711, 41.36518518494114], [-106.37611111117711, 41.37185185161498], [-106.38500000007555, 41.37185185161498], [-106.38500000007555, 41.36518518494114]]]}"
MBR-002137,41.368519,-106.371574,10512.0,33.6,234.0,SW,near_treeline,True,False,2,2,"41.368519,-106.371574","{""type"": ""Polygon"", ""coordinates"": [[[-106.3760185185844, 41.36518518494114], [-106.36712962968596, 41.36518518494114], [-106.36712962968596, 41.37185185161498], [-106.3760185185844, 41.37185185161498], [-106.3760185185844, 41.36518518494114]]]}"
MBR-002138,41.368519,-106.362593,10617.0,26.8,209.0,SW,near_treeline,False,False,2,2,"41.368519,-106.362593","{""type"": ""Polygon"", ""coordinates"": [[[-106.36703703709325, 41.36518518494114], [-106.35814814819481, 41.36518518494114], [-106.35814814819481, 41.37185185161498], [-106.36703703709325, 41.37185185161498], [-106.36703703709325, 41.36518518494114]]]}"
MBR-002139,41.368519,-106.353611,10682.0,31.4,195.0,S,near_treeline,True,False,2,2,"41.368519,-106.353611","{""type"": ""Polygon"", ""coordinates"": [[[-106.3580555556021, 41.36518518494114], [-106.34916666670367, 41.36518518494114], [-106.34916666670367, 41.37185185161498], [-106.3580555556021, 41.37185185161498], [-106.3580555556021, 41.36518518494114]]]}"
MBR-002140,41.368519,-106.34463,10752.0,30.4,180.0,S,near_treeline,True,False,2,2,"41.368519,-106.344630","{""type"": ""Polygon"", ""coordinates"": [[[-106.34907407411097, 41.36518518494114], [-106.34018518521253, 41.36518518494114], [-106.34018518521253, 41.37185185161498], [-106.34907407411097, 41.37185185161498], [-106.34907407411097, 41.36518518494114]]]}"
MBR-002141,41.368519,-106.335648,10768.0,23.7,193.0,S,near_treeline,False,False,1,1,"41.368519,-106.335648","{""type"": ""Polygon"", ""coordinates"": [[[-106.34009259261983, 41.36518518494114], [-106.33120370372139, 41.36518518494114], [-106.33120370372139, 41.37185185161498], [-106.34009259261983, 41.37185185161498], [-106.34009259261983, 41.36518518494114]]]}"
MBR-002142,41.368519,-106.326667,10828.0,46.7,202.0,S,near_treeline,False,False,3,3,"41.368519,-106.326667","{""type"": ""Polygon"", ""coordinates"": [[[-106.33111111112868, 41.36518518494114], [-106.32222222223024, 41.36518518494114], [-106.32222222223024, 41.37185185161498], [-106.33111111112868, 41.37185185161498], [-106.33111111112868, 41.36518518494114]]]}"
MBR-002143,41.368519,-106.317685,11022.0,51.8,256.0,W,above_treeline,False,False,3,3,"41.368519,-106.317685","{""type"": ""Polygon"", ""coordinates"": [[[-106.32212962963754, 41.36518518494114], [-106.3132407407391, 41.36518518494114], [-106.3132407407391, 41.37185185161498], [-106.32212962963754, 41.37185185161498], [-106.32212962963754, 41.36518518494114]]]}"
MBR-002144,41.368519,-106.308704,11424.0,60.2,248.0,W,above_treeline,False,False,3,3,"41.368519,-106.308704","{""type"": ""Polygon"", ""coordinates"": [[[-106.3131481481464, 41.36518518494114], [-106.30425925924796, 41.36518518494114], [-106.30425925924796, 41.37185185161498], [-106.3131481481464, 41.37185185161498], [-106.3131481481464, 41.36518518494114]]]}"
MBR-002145,41.368519,-106.299722,11030.0,68.1,142.0,SE,above_treeline,False,False,3,3,"41.368519,-106.299722","{""type"": ""Polygon"", ""coordinates"": [[[-106.30416666665525, 41.36518518494114], [-106.29527777775681, 41.36518518494114], [-106.29527777775681, 41.37185185161498], [-106.30416666665525, 41.37185185161498], [-106.30416666665525, 41.36518518494114]]]}"
MBR-002146,41.368519,-106.290741,11297.0,49.9,206.0,SW,above_treeline,False,False,3,3,"41.368519,-106.290741","{""type"": ""Polygon"", ""coordinates"": [[[-106.29518518516412, 41.36518518494114], [-106.28629629626568, 41.36518518494114], [-106.28629629626568, 41.37185185161498], [-106.29518518516412, 41.37185185161498], [-106.29518518516412, 41.36518518494114]]]}"
MBR-002147,41.368519,-106.281759,11154.0,64.7,150.0,SE,above_treeline,False,False,3,3,"41.368519,-106.281759","{""type"": ""Polygon"", ""coordinates"": [[[-106.28620370367297, 41.36518518494114], [-106.27731481477453, 41.36518518494114], [-106.27731481477453, 41.37185185161498], [-106.28620370367297, 41.37185185161498], [-106.28620370367297, 41.36518518494114]]]}"
MBR-002148,41.368519,-106.272778,10889.0,52.4,169.0,S,near_treeline,False,False,3,3,"41.368519,-106.272778","{""type"": ""Polygon"", ""coordinates"": [[[-106.27722222218182, 41.36518518494114], [-106.26833333328338, 41.36518518494114], [-106.26833333328338, 41.37185185161498], [-106.27722222218182, 41.37185185161498], [-106.27722222218182, 41.36518518494114]]]}"
MBR-002149,41.368519,-106.263796,10746.0,42.1,163.0,S,near_treeline,True,False,2,2,"41.368519,-106.263796","{""type"": ""Polygon"", ""coordinates"": [[[-106.26824074069067, 41.36518518494114], [-106.25935185179223, 41.36518518494114], [-106.25935185179223, 41.37185185161498], [-106.26824074069067, 41.37185185161498], [-106.26824074069067, 41.36518518494114]]]}"
MBR-002150,41.368519,-106.254815,10596.0,25.1,126.0,SE,near_treeline,False,False,2,2,"41.368519,-106.254815","{""type"": ""Polygon"", ""coordinates"": [[[-106.25925925919954, 41.36518518494114], [-106.2503703703011, 41.36518518494114], [-106.2503703703011, 41.37185185161498], [-106.25925925919954, 41.37185185161498], [-106.25925925919954, 41.36518518494114]]]}"
MBR-002151,41.368519,-106.245833,10498.0,20.3,156.0,SE,near_treeline,False,False,1,1,"41.368519,-106.245833","{""type"": ""Polygon"", ""coordinates"": [[[-106.25027777770839, 41.36518518494114], [-106.24138888880995, 41.36518518494114], [-106.24138888880995, 41.37185185161498], [-106.25027777770839, 41.37185185161498], [-106.25027777770839, 41.36518518494114]]]}"
MBR-002152,41.368519,-106.236852,10491.0,21.6,145.0,SE,near_treeline,False,False,1,1,"41.368519,-106.236852","{""type"": ""Polygon"", ""coordinates"": [[[-106.24129629621724, 41.36518518494114], [-106.2324074073188, 41.36518518494114], [-106.2324074073188, 41.37185185161498], [-106.24129629621724, 41.37185185161498], [-106.24129629621724, 41.36518518494114]]]}"
MBR-002153,41.368519,-106.22787,10427.0,19.4,133.0,SE,near_treeline,False,False,1,1,"41.368519,-106.227870","{""type"": ""Polygon"", ""coordinates"": [[[-106.23231481472611, 41.36518518494114], [-106.22342592582767, 41.36518518494114], [-106.22342592582767, 41.37185185161498], [-106.23231481472611, 41.37185185161498], [-106.23231481472611, 41.36518518494114]]]}"
MBR-002154,41.368519,-106.218889,10321.0,19.1,129.0,SE,near_treeline,False,False,1,1,"41.368519,-106.218889","{""type"": ""Polygon"", ""coordinates"": [[[-106.22333333323496, 41.36518518494114], [-106.21444444433652, 41.36518518494114], [-106.21444444433652, 41.37185185161498], [-106.22333333323496, 41.37185185161498], [-106.22333333323496, 41.36518518494114]]]}"
MBR-002155,41.368519,-106.209907,10152.0,18.0,112.0,E,near_treeline,False,False,1,1,"41.368519,-106.209907","{""type"": ""Polygon"", ""coordinates"": [[[-106.21435185174381, 41.36518518494114], [-106.20546296284537, 41.36518518494114], [-106.20546296284537, 41.37185185161498], [-106.21435185174381, 41.37185185161498], [-106.21435185174381, 41.36518518494114]]]}"
MBR-002156,41.368519,-106.200926,9927.0,34.5,90.0,E,near_treeline,True,False,3,3,"41.368519,-106.200926","{""type"": ""Polygon"", ""coordinates"": [[[-106.20537037025268, 41.36518518494114], [-106.19648148135424, 41.36518518494114], [-106.19648148135424, 41.37185185161498], [-106.20537037025268, 41.37185185161498], [-106.20537037025268, 41.36518518494114]]]}"
MBR-002157,41.368519,-106.191944,9738.0,31.8,68.0,E,near_treeline,True,False,3,3,"41.368519,-106.191944","{""type"": ""Polygon"", ""coordinates"": [[[-106.19638888876153, 41.36518518494114], [-106.18749999986309, 41.36518518494114], [-106.18749999986309, 41.37185185161498], [-106.19638888876153, 41.37185185161498], [-106.19638888876153, 41.36518518494114]]]}"
MBR-002158,41.368519,-106.182963,9429.0,37.9,127.0,SE,below_treeline,True,False,2,2,"41.368519,-106.182963","{""type"": ""Polygon"", ""coordinates"": [[[-106.18740740727038, 41.36518518494114], [-106.17851851837194, 41.36518518494114], [-106.17851851837194, 41.37185185161498], [-106.18740740727038, 41.37185185161498], [-106.18740740727038, 41.36518518494114]]]}"
MBR-002159,41.368519,-106.173981,9566.0,26.6,197.0,S,near_treeline,False,False,2,2,"41.368519,-106.173981","{""type"": ""Polygon"", ""coordinates"": [[[-106.17842592577924, 41.36518518494114], [-106.1695370368808, 41.36518518494114], [-106.1695370368808, 41.37185185161498], [-106.17842592577924, 41.37185185161498], [-106.17842592577924, 41.36518518494114]]]}"
MBR-002160,41.368519,-106.165,9663.0,25.0,194.0,S,near_treeline,False,False,1,1,"41.368519,-106.165000","{""type"": ""Polygon"", ""coordinates"": [[[-106.1694444442881, 41.36518518494114], [-106.16055555538966, 41.36518518494114], [-106.16055555538966, 41.37185185161498], [-106.1694444442881, 41.37185185161498], [-106.1694444442881, 41.36518518494114]]]}"
MBR-002161,41.368519,-106.156019,9681.0,25.3,200.0,S,near_treeline,False,False,2,2,"41.368519,-106.156019","{""type"": ""Polygon"", ""coordinates"": [[[-106.16046296279696, 41.36518518494114], [-106.15157407389852, 41.36518518494114], [-106.15157407389852, 41.37185185161498], [-106.16046296279696, 41.37185185161498], [-106.16046296279696, 41.36518518494114]]]}"
MBR-002162,41.368519,-106.147037,9747.0,36.6,157.0,SE,near_treeline,True,False,2,2,"41.368519,-106.147037","{""type"": ""Polygon"", ""coordinates"": [[[-106.15148148130581, 41.36518518494114], [-106.14259259240737, 41.36518518494114], [-106.14259259240737, 41.37185185161498], [-106.15148148130581, 41.37185185161498], [-106.15148148130581, 41.36518518494114]]]}"
MBR-002163,41.368519,-106.138056,9484.0,34.3,116.0,SE,below_treeline,True,False,2,2,"41.368519,-106.138056","{""type"": ""Polygon"", ""coordinates"": [[[-106.14249999981467, 41.36518518494114], [-106.13361111091623, 41.36518518494114], [-106.13361111091623, 41.37185185161498], [-106.14249999981467, 41.37185185161498], [-106.14249999981467, 41.36518518494114]]]}"
MBR-002164,41.368519,-106.129074,9187.0,27.3,91.0,E,below_treeline,False,False,2,2,"41.368519,-106.129074","{""type"": ""Polygon"", ""coordinates"": [[[-106.13351851832353, 41.36518518494114], [-106.12462962942509, 41.36518518494114], [-106.12462962942509, 41.37185185161498], [-106.13351851832353, 41.37185185161498], [-106.13351851832353, 41.36518518494114]]]}"
MBR-002165,41.368519,-106.120093,8942.0,37.8,111.0,E,below_treeline,True,False,3,3,"41.368519,-106.120093","{""type"": ""Polygon"", ""coordinates"": [[[-106.12453703683238, 41.36518518494114], [-106.11564814793394, 41.36518518494114], [-106.11564814793394, 41.37185185161498], [-106.12453703683238, 41.37185185161498], [-106.12453703683238, 41.36518518494114]]]}"
MBR-002166,41.368519,-106.111111,8666.0,49.0,110.0,E,below_treeline,False,False,3,3,"41.368519,-106.111111","{""type"": ""Polygon"", ""coordinates"": [[[-106.11555555534123, 41.36518518494114], [-106.10666666644279, 41.36518518494114], [-106.10666666644279, 41.37185185161498], [-106.11555555534123, 41.37185185161498], [-106.11555555534123, 41.36518518494114]]]}"
MBR-002167,41.368519,-106.10213,8446.0,39.1,137.0,SE,below_treeline,True,False,2,2,"41.368519,-106.102130","{""type"": ""Polygon"", ""coordinates"": [[[-106.1065740738501, 41.36518518494114], [-106.09768518495166, 41.36518518494114], [-106.09768518495166, 41.37185185161498], [-106.1065740738501, 41.37185185161498], [-106.1065740738501, 41.36518518494114]]]}"
MBR-002168,41.368519,-106.093148,8281.0,35.8,105.0,E,below_treeline,True,False,3,3,"41.368519,-106.093148","{""type"": ""Polygon"", ""coordinates"": [[[-106.09759259235895, 41.36518518494114], [-106.08870370346051, 41.36518518494114], [-106.08870370346051, 41.37185185161498], [-106.09759259235895, 41.37185185161498], [-106.09759259235895, 41.36518518494114]]]}"
MBR-002169,41.368519,-106.084167,8197.0,22.0,170.0,S,below_treeline,False,False,1,1,"41.368519,-106.084167","{""type"": ""Polygon"", ""coordinates"": [[[-106.0886111108678, 41.36518518494114], [-106.07972222196936, 41.36518518494114], [-106.07972222196936, 41.37185185161498], [-106.0886111108678, 41.37185185161498], [-106.0886111108678, 41.36518518494114]]]}"
MBR-002170,41.368519,-106.075185,8119.0,19.1,149.0,SE,below_treeline,False,False,1,1,"41.368519,-106.075185","{""type"": ""Polygon"", ""coordinates"": [[[-106.07962962937667, 41.36518518494114], [-106.07074074047823, 41.36518518494114], [-106.07074074047823, 41.37185185161498], [-106.07962962937667, 41.37185185161498], [-106.07962962937667, 41.36518518494114]]]}"
MBR-002171,41.368519,-106.066204,8033.0,12.9,107.0,E,below_treeline,False,False,1,1,"41.368519,-106.066204","{""type"": ""Polygon"", ""coordinates"": [[[-106.07064814788552, 41.36518518494114], [-106.06175925898708, 41.36518518494114], [-106.06175925898708, 41.37185185161498], [-106.07064814788552, 41.37185185161498], [-106.07064814788552, 41.36518518494114]]]}"
MBR-002172,41.368519,-106.057222,7938.0,12.6,108.0,E,below_treeline,False,False,1,1,"41.368519,-106.057222","{""type"": ""Polygon"", ""coordinates"": [[[-106.06166666639437, 41.36518518494114], [-106.05277777749593, 41.36518518494114], [-106.05277777749593, 41.37185185161498], [-106.06166666639437, 41.37185185161498], [-106.06166666639437, 41.36518518494114]]]}"
MBR-002173,41.368519,-106.048241,7844.0,12.2,122.0,SE,below_treeline,False,False,1,1,"41.368519,-106.048241","{""type"": ""Polygon"", ""coordinates"": [[[-106.05268518490324, 41.36518518494114], [-106.0437962960048, 41.36518518494114], [-106.0437962960048, 41.37185185161498], [-106.05268518490324, 41.37185185161498], [-106.05268518490324, 41.36518518494114]]]}"
MBR-002174,41.361759,-106.569167,7954.0,50.7,217.0,SW,below_treeline,False,False,3,3,"41.361759,-106.569167","{""type"": ""Polygon"", ""coordinates"": [[[-106.57361111138955, 41.35842592567461], [-106.56472222249111, 41.35842592567461], [-106.56472222249111, 41.36509259234845], [-106.57361111138955, 41.36509259234845], [-106.57361111138955, 41.35842592567461]]]}"
MBR-002175,41.361759,-106.560185,7848.0,45.2,204.0,SW,below_treeline,False,False,3,3,"41.361759,-106.560185","{""type"": ""Polygon"", ""coordinates"": [[[-106.56462962989842, 41.35842592567461], [-106.55574074099998, 41.35842592567461], [-106.55574074099998, 41.36509259234845], [-106.56462962989842, 41.36509259234845], [-106.56462962989842, 41.35842592567461]]]}"
MBR-002176,41.361759,-106.551204,7830.0,18.1,256.0,W,below_treeline,False,False,1,1,"41.361759,-106.551204","{""type"": ""Polygon"", ""coordinates"": [[[-106.55564814840727, 41.35842592567461], [-106.54675925950883, 41.35842592567461], [-106.54675925950883, 41.36509259234845], [-106.55564814840727, 41.36509259234845], [-106.55564814840727, 41.35842592567461]]]}"
MBR-002177,41.361759,-106.542222,7883.0,13.2,249.0,W,below_treeline,False,False,1,1,"41.361759,-106.542222","{""type"": ""Polygon"", ""coordinates"": [[[-106.54666666691612, 41.35842592567461], [-106.53777777801768, 41.35842592567461], [-106.53777777801768, 41.36509259234845], [-106.54666666691612, 41.36509259234845], [-106.54666666691612, 41.35842592567461]]]}"
MBR-002178,41.361759,-106.533241,8036.0,37.2,228.0,SW,below_treeline,True,False,2,2,"41.361759,-106.533241","{""type"": ""Polygon"", ""coordinates"": [[[-106.53768518542499, 41.35842592567461], [-106.52879629652655, 41.35842592567461], [-106.52879629652655, 41.36509259234845], [-106.53768518542499, 41.36509259234845], [-106.53768518542499, 41.35842592567461]]]}"
MBR-002179,41.361759,-106.524259,8045.0,27.9,201.0,S,below_treeline,False,False,2,2,"41.361759,-106.524259","{""type"": ""Polygon"", ""coordinates"": [[[-106.52870370393384, 41.35842592567461], [-106.5198148150354, 41.35842592567461], [-106.5198148150354, 41.36509259234845], [-106.52870370393384, 41.36509259234845], [-106.52870370393384, 41.35842592567461]]]}"
MBR-002180,41.361759,-106.515278,8284.0,22.2,246.0,SW,below_treeline,False,False,1,1,"41.361759,-106.515278","{""type"": ""Polygon"", ""coordinates"": [[[-106.5197222224427, 41.35842592567461], [-106.51083333354426, 41.35842592567461], [-106.51083333354426, 41.36509259234845], [-106.5197222224427, 41.36509259234845], [-106.5197222224427, 41.35842592567461]]]}"
MBR-002181,41.361759,-106.506296,8513.0,35.5,165.0,S,below_treeline,True,False,2,2,"41.361759,-106.506296","{""type"": ""Polygon"", ""coordinates"": [[[-106.51074074095155, 41.35842592567461], [-106.50185185205311, 41.35842592567461], [-106.50185185205311, 41.36509259234845], [-106.51074074095155, 41.36509259234845], [-106.51074074095155, 41.35842592567461]]]}"
MBR-002182,41.361759,-106.497315,8509.0,33.5,221.0,SW,below_treeline,True,False,2,2,"41.361759,-106.497315","{""type"": ""Polygon"", ""coordinates"": [[[-106.50175925946041, 41.35842592567461], [-106.49287037056197, 41.35842592567461], [-106.49287037056197, 41.36509259234845], [-106.50175925946041, 41.36509259234845], [-106.50175925946041, 41.35842592567461]]]}"
MBR-002183,41.361759,-106.488333,8840.0,23.8,191.0,S,below_treeline,False,False,1,1,"41.361759,-106.488333","{""type"": ""Polygon"", ""coordinates"": [[[-106.49277777796927, 41.35842592567461], [-106.48388888907083, 41.35842592567461], [-106.48388888907083, 41.36509259234845], [-106.49277777796927, 41.36509259234845], [-106.49277777796927, 41.35842592567461]]]}"
MBR-002184,41.361759,-106.479352,8911.0,27.2,229.0,SW,below_treeline,False,False,2,2,"41.361759,-106.479352","{""type"": ""Polygon"", ""coordinates"": [[[-106.48379629647812, 41.35842592567461], [-106.47490740757968, 41.35842592567461], [-106.47490740757968, 41.36509259234845], [-106.48379629647812, 41.36509259234845], [-106.48379629647812, 41.35842592567461]]]}"
MBR-002185,41.361759,-106.47037,9287.0,34.0,213.0,SW,below_treeline,True,False,2,2,"41.361759,-106.470370","{""type"": ""Polygon"", ""coordinates"": [[[-106.47481481498698, 41.35842592567461], [-106.46592592608854, 41.35842592567461], [-106.46592592608854, 41.36509259234845], [-106.47481481498698, 41.36509259234845], [-106.47481481498698, 41.35842592567461]]]}"
MBR-002186,41.361759,-106.461389,9347.0,34.5,207.0,SW,below_treeline,True,False,2,2,"41.361759,-106.461389","{""type"": ""Polygon"", ""coordinates"": [[[-106.46583333349584, 41.35842592567461], [-106.4569444445974, 41.35842592567461], [-106.4569444445974, 41.36509259234845], [-106.46583333349584, 41.36509259234845], [-106.46583333349584, 41.35842592567461]]]}"
